PDB_ID	Binding_Type	pK	Max_Prediction	Mean_High_Prediction
5ehv	Kd	3.083	0.876	0.447
5l2s	Kd	7.081	0.982	0.484
5i3x	Kd	8.097	0.980	0.530
5f25	Kd	5.041	0.928	0.417
5d3n	Kd	5.036	0.980	0.569
4xoe	Kd	5.004	0.979	0.503
5itp	Kd	5.004	0.785	0.327
5sz7	Ki	9.699	0.930	0.482
5kr1	Ki	9.495	0.993	0.625
5fls	Kd	3.043	0.888	0.461
5lli	Kd	7.046	0.965	0.349
5e2l	Kd	4.032	0.500	0.177
5l9i	Kd	7.004	0.707	0.246
5cxa	Kd	8.046	0.927	0.450
5i9z	Kd	8.046	0.971	0.532
5ld8	Kd	8.046	0.657	0.211
5i3a	Kd	5.046	0.500	0.140
5hz6	Ki	7.796	0.984	0.441
5edc	Ki	7.658	0.985	0.453
5hct	Ki	7.595	0.824	0.378
5een	Ki	8.959	0.987	0.475
5d48	Ki	7.523	0.986	0.447
5b25	Ki	10.237	0.845	0.321
4zx3	Ki	7.187	0.920	0.402
4zx4	Ki	7.108	0.948	0.434
5k0h	Ki	7.092	0.988	0.539
5hz9	Ki	7.032	0.947	0.354
5d47	Ki	7.000	0.983	0.449
5d45	Ki	6.921	0.979	0.438
5ayt	Ki	6.770	0.715	0.373
5edb	Ki	7.000	0.981	0.416
5fho	Ki	6.672	0.787	0.308
5e28	Ki	7.910	0.877	0.478
5dh5	Ki	9.638	0.956	0.452
5l7e	Ki	6.602	0.946	0.489
5ew0	Ki	6.585	0.500	0.208
5dxt	Ki	9.699	0.942	0.342
5sz4	Ki	9.699	0.896	0.466
5iwg	Ki	6.461	0.973	0.421
5jfp	Ki	9.319	0.992	0.640
5hz8	Ki	6.398	0.984	0.432
5ix0	Ki	6.285	0.979	0.441
5kqy	Ki	9.292	0.993	0.656
5dhu	Ki	6.301	0.816	0.294
5eei	Ki	9.222	0.986	0.436
5kr0	Ki	9.149	0.991	0.673
5l30	Ki	9.143	0.985	0.541
5eek	Ki	9.097	0.985	0.476
5sz0	Ki	9.097	0.869	0.456
5e2s	Ki	9.009	0.912	0.483
4uja	Ki	9.046	0.969	0.501
5fcz	Ki	4.201	0.728	0.246
4zw8	Ki	5.959	0.950	0.382
5fhn	Ki	5.896	0.862	0.301
5hcy	Ki	8.921	0.976	0.424
5sz1	Ki	8.921	0.891	0.496
5kby	Ki	8.824	0.592	0.235
5d2r	Ki	5.824	0.883	0.224
5jg1	Ki	8.721	0.993	0.633
4zw6	Ki	5.721	0.947	0.410
4ujb	Ki	8.000	0.973	0.494
5evb	Ki	5.000	0.500	0.238
5evd	Ki	5.000	0.500	0.247
5jy3	Ki	7.921	0.891	0.339
5evk	Ki	4.921	0.500	0.244
5j7w	Ki	4.886	0.726	0.233
5f1v	Ki	6.854	0.500	0.277
5elw	Ki	7.854	0.737	0.180
5hi7	Ki	7.854	0.965	0.388
5ewa	Ki	4.824	0.606	0.288
5l7g	Ki	7.796	0.950	0.481
5fdi	Ki	7.733	0.923	0.449
5j41	Ki	3.701	0.751	0.371
4zw7	Ki	4.721	0.945	0.428
5ef7	Ki	9.000	0.986	0.445
5cj6	Ki	8.693	0.935	0.385
5sz2	Ki	8.699	0.901	0.492
5mod	Kd	3.523	0.961	0.278
5htz	Ki	8.620	0.983	0.552
5sz3	Ki	8.602	0.912	0.519
5sz5	Ki	7.699	0.914	0.487
5jsq	Ki	4.672	0.595	0.289
5dex	Ki	7.646	0.739	0.293
5dfp	Ki	7.658	0.853	0.416
5kz0	Ki	7.658	0.945	0.545
5el9	Ki	7.638	0.755	0.186
5exn	Ki	7.638	0.993	0.542
5j7q	Ki	4.575	0.510	0.180
5sym	Ki	6.553	0.852	0.350
5hcv	Ki	8.699	0.916	0.490
5kr2	Ki	8.481	0.991	0.630
5drr	Ki	11.456	0.922	0.450
5kqx	Ki	8.444	0.991	0.641
5dey	Ki	8.432	0.917	0.432
5exl	Ki	8.432	0.992	0.552
4uj1	Ki	6.523	0.969	0.498
5ehq	Ki	10.481	0.830	0.337
5j8u	Kd	6.469	0.974	0.516
5fdc	Ki	7.458	0.894	0.463
5efj	Ki	6.456	0.989	0.451
4zw5	Ki	4.432	0.955	0.416
5ime	Ki	8.337	0.906	0.438
5dqc	Ki	7.341	0.986	0.499
5f61	Kd	7.456	0.986	0.558
5eij	Ki	5.313	0.938	0.521
5j8z	Ki	8.301	0.972	0.519
5l7h	Ki	7.301	0.948	0.492
5dh4	Ki	7.237	0.942	0.460
5khm	Ki	8.301	0.985	0.587
5fto	Ki	8.208	0.970	0.563
5exm	Ki	8.201	0.991	0.564
5aa9	Ki	8.194	0.976	0.557
5etj	Ki	10.180	0.550	0.230
5ev8	Ki	5.222	0.518	0.238
5jxq	Ki	8.155	0.954	0.458
5fhm	Ki	5.089	0.853	0.303
5jfu	Ki	8.071	0.992	0.616
5efh	Ki	6.097	0.981	0.449
4uj2	Ki	7.097	0.965	0.495
5e2k	Ki	8.032	0.864	0.471
5sz6	Ki	7.004	0.912	0.461
5ufr	Kd	8.699	0.950	0.424
5org	Kd	8.398	0.614	0.229
5g17	Kd	6.699	0.604	0.222
5n1z	Kd	8.187	0.751	0.286
5llg	Kd	11.131	0.825	0.432
5lyr	Kd	7.886	0.673	0.278
6euw	Kd	7.770	0.808	0.346
5lle	Kd	10.222	0.937	0.533
5kly	Kd	7.215	0.652	0.292
5llh	Kd	10.174	0.957	0.540
5vr8	Kd	6.870	0.615	0.218
5h1t	Kd	3.796	0.985	0.344
5wa9	Kd	6.757	0.500	0.233
5uf0	Ki	3.796	0.962	0.536
5h1v	Kd	4.000	0.972	0.387
6ayi	Kd	6.678	0.652	0.230
5wyx	Kd	6.658	0.571	0.261
5mxf	Kd	3.585	0.500	0.244
5g1a	Kd	6.569	0.675	0.243
5h1u	Kd	3.509	0.980	0.354
5xg5	Kd	3.481	0.500	0.231
5mes	Kd	6.469	0.943	0.322
5vb5	Kd	6.456	0.966	0.398
5jop	Kd	9.409	0.863	0.251
5v79	Kd	6.409	0.734	0.347
5llc	Kd	9.523	0.949	0.517
5g60	Kd	6.523	0.500	0.261
5lsh	Kd	3.387	0.500	0.312
5oku	Kd	6.260	0.500	0.179
5v7a	Kd	6.377	0.606	0.318
5vb6	Kd	6.367	0.970	0.416
5m04	Kd	6.337	0.811	0.247
5u4d	Kd	6.328	0.678	0.338
5llo	Kd	9.398	0.744	0.339
5g61	Kd	6.398	0.500	0.279
5uk8	Kd	6.398	0.941	0.267
5wa8	Kd	6.231	0.500	0.231
5llp	Kd	9.237	0.750	0.335
5u0z	Kd	6.187	0.772	0.285
5wl0	Kd	9.174	0.839	0.247
5nwi	Kd	6.161	0.500	0.242
5j20	Kd	9.143	0.981	0.506
5nkb	Kd	9.119	0.966	0.486
5wxh	Kd	6.155	0.500	0.363
5fso	Kd	6.092	0.898	0.410
5u0y	Kd	6.081	0.557	0.294
5n0f	Kd	6.046	0.517	0.235
5mmg	Kd	6.013	0.992	0.528
6eqp	Kd	5.959	0.748	0.296
6eux	Kd	5.921	0.883	0.316
5ngz	Kd	2.886	0.500	0.238
5mme	Kd	5.854	0.993	0.496
5k0m	Kd	8.824	0.905	0.404
5oei	Kd	5.796	0.560	0.212
5n31	Kd	5.793	0.969	0.512
5mo8	Kd	5.785	0.972	0.391
5ota	Kd	5.745	0.500	0.251
5u4b	Kd	5.745	0.670	0.336
5gj9	Kd	4.991	0.876	0.293
5j82	Kd	6.000	0.985	0.517
5j64	Kd	6.854	0.973	0.560
5mgk	Kd	4.000	0.696	0.336
5x54	Kd	5.000	0.786	0.367
5vcw	Kd	5.957	0.959	0.470
5m5d	Kd	3.955	0.563	0.264
5n84	Kd	7.959	0.957	0.482
5ta2	Kd	7.959	0.884	0.364
5ioz	Kd	4.959	0.811	0.292
6b7b	Kd	2.893	0.700	0.209
5orv	Kd	2.887	0.500	0.199
5f63	Kd	7.921	0.985	0.562
5ldm	Kd	3.857	0.710	0.358
5j6l	Kd	7.886	0.986	0.506
5ipc	Kd	4.886	0.707	0.289
5wuk	Kd	7.854	0.879	0.378
5vcv	Kd	6.824	0.951	0.441
5nk6	Kd	6.801	0.965	0.482
5j8m	Kd	6.796	0.973	0.513
5os4	Kd	2.779	0.585	0.279
5neb	Ki	7.770	0.836	0.394
5njz	Kd	7.796	0.964	0.506
5j3l	Kd	4.796	0.852	0.281
5jzi	Kd	4.796	0.729	0.175
5nvw	Kd	6.770	0.968	0.358
5j6n	Kd	7.770	0.982	0.532
5j9x	Kd	7.770	0.984	0.488
5os2	Kd	2.740	0.508	0.252
5j6a	Kd	7.770	0.939	0.297
5mg2	Kd	7.770	0.993	0.493
5iyy	Kd	4.770	0.714	0.356
5gmn	Kd	4.726	0.929	0.505
5j27	Kd	6.745	0.981	0.543
5nk2	Kd	6.740	0.961	0.511
5j2x	Kd	7.745	0.980	0.573
5otc	Kd	4.714	0.758	0.276
5kma	Kd	4.708	0.500	0.224
5o58	Kd	6.719	0.938	0.332
5nki	Kd	7.721	0.962	0.509
5nkc	Kd	7.721	0.966	0.491
5nk4	Kd	8.699	0.967	0.497
5mro	Kd	5.699	0.830	0.278
5ouh	Kd	5.670	0.516	0.240
5n18	Kd	5.678	0.891	0.405
5o2d	Kd	5.678	0.916	0.316
5n93	Kd	8.658	0.964	0.428
5g5z	Kd	5.658	0.500	0.212
5x74	Kd	8.638	0.837	0.357
5lvd	Kd	2.620	0.904	0.440
5nbw	Kd	8.585	0.917	0.304
5n9r	Kd	5.585	0.851	0.329
5j6m	Kd	8.569	0.984	0.532
5gja	Kd	5.553	0.578	0.250
5nvv	Kd	6.699	0.971	0.344
5h85	Kd	4.699	0.985	0.524
5wbm	Kd	4.699	0.546	0.283
5nkg	Kd	7.678	0.966	0.497
5wyz	Kd	7.678	0.808	0.304
5yjm	Kd	7.678	0.991	0.426
5kab	Kd	4.678	0.973	0.466
5m17	Kd	3.656	0.612	0.268
5nk8	Kd	6.640	0.972	0.496
5tcy	Kd	7.658	0.622	0.248
5j1r	Kd	4.658	0.843	0.261
6ezq	Kd	4.658	0.919	0.250
5n34	Kd	4.633	0.965	0.567
5mrp	Kd	5.523	0.881	0.294
5jq5	Kd	5.631	0.988	0.532
5jhk	Kd	4.638	0.773	0.393
5ulp	Kd	4.614	0.956	0.454
5m77	Kd	7.607	0.586	0.273
5lud	Kd	3.606	0.798	0.330
5ta4	Kd	7.620	0.880	0.364
5jgq	Kd	4.620	0.615	0.309
5nw1	Kd	6.602	0.961	0.350
5t9u	Kd	7.602	0.904	0.358
5u0g	Kd	4.582	0.877	0.465
5t9w	Kd	5.585	0.861	0.363
5nkh	Kd	7.585	0.964	0.516
5nkd	Kd	7.585	0.966	0.481
5k9w	Kd	4.585	0.980	0.497
5ovr	Kd	4.565	0.780	0.290
5vcy	Kd	6.569	0.954	0.420
5ko5	Kd	4.569	0.771	0.245
5u0d	Kd	4.544	0.852	0.443
5tpx	Kd	6.553	0.754	0.347
5vd3	Kd	5.550	0.939	0.429
5mnr	Kd	5.463	0.963	0.462
5u0f	Kd	5.469	0.914	0.485
5nka	Kd	5.456	0.963	0.482
5txy	Kd	5.456	0.714	0.371
5u13	Kd	5.409	0.799	0.286
5nw0	Kd	6.523	0.967	0.342
5ovx	Kd	4.503	0.743	0.297
5tya	Kd	4.483	0.790	0.416
5nw2	Kd	6.495	0.968	0.335
5vd0	Kd	6.489	0.952	0.458
5isz	Kd	4.495	0.791	0.257
6b7a	Kd	4.495	0.631	0.213
5ma7	Kd	3.474	0.938	0.444
5ka1	Kd	4.481	0.972	0.527
5h5f	Kd	4.429	0.654	0.298
5x62	Kd	6.421	0.665	0.283
5kad	Kd	4.432	0.969	0.513
5nk3	Kd	7.420	0.965	0.473
5ne5	Kd	7.409	0.556	0.229
5ka9	Kd	4.409	0.955	0.435
5vi6	Kd	8.523	0.986	0.500
5j1x	Kd	5.523	0.774	0.386
5mek	Kd	5.377	0.720	0.280
5fsc	Kd	2.357	0.500	0.192
5u11	Kd	5.347	0.620	0.267
5u14	Kd	5.337	0.778	0.312
5wp5	Kd	5.337	0.881	0.326
5n17	Kd	5.319	0.821	0.378
5mz8	Kd	2.310	0.500	0.127
5n2z	Kd	5.310	0.965	0.543
5tuz	Kd	7.398	0.596	0.291
5irr	Kd	5.268	0.957	0.333
5os5	Kd	3.387	0.687	0.277
5ufp	Kd	7.372	0.889	0.375
5lny	Kd	7.377	0.987	0.522
5tcj	Kd	7.377	0.645	0.236
5vc4	Kd	7.360	0.963	0.438
5f60	Kd	7.367	0.984	0.561
5ljt	Ki	8.921	0.963	0.520
5vcz	Kd	6.353	0.944	0.423
5n3v	Kd	4.344	0.960	0.501
5ka7	Kd	4.347	0.980	0.479
5nk7	Kd	6.330	0.966	0.505
5mrb	Kd	6.327	0.973	0.484
5w1e	Kd	5.237	0.500	0.149
5m28	Kd	4.319	0.500	0.218
5jsj	Kd	5.398	0.636	0.315
5lsg	Kd	5.398	0.931	0.435
5mqe	Kd	5.398	0.990	0.443
5g5f	Kd	5.284	0.751	0.251
5ltn	Kd	5.269	0.574	0.182
5jgi	Kd	4.301	0.625	0.391
5twj	Kd	5.253	0.679	0.263
5j86	Kd	8.260	0.985	0.514
5b5f	Kd	5.252	0.784	0.253
5b5g	Kd	5.252	0.591	0.239
5m9w	Kd	2.244	0.934	0.428
5n24	Ki	8.921	0.889	0.478
5mgj	Kd	4.292	0.765	0.345
5mgf	Kd	4.268	0.862	0.313
5km9	Kd	4.253	0.745	0.362
5uff	Kd	4.243	0.619	0.307
5ut6	Kd	4.242	0.929	0.509
5u0w	Kd	4.237	0.567	0.249
5ty9	Kd	5.215	0.689	0.347
5f62	Kd	8.167	0.987	0.569
5ufc	Kd	5.161	0.642	0.286
5n99	Kd	4.213	0.591	0.269
5wbo	Kd	4.208	0.511	0.221
5ot8	Kd	4.195	0.831	0.336
5ijr	Kd	3.196	0.514	0.273
5t9z	Kd	7.194	0.890	0.374
5vgy	Kd	4.184	0.882	0.471
5u28	Kd	7.174	0.985	0.510
5ldp	Kd	4.174	0.782	0.350
5ose	Kd	3.167	0.630	0.215
5fyx	Kd	4.157	0.500	0.309
5ja0	Kd	5.222	0.901	0.277
5u0e	Kd	5.114	0.859	0.458
5kej	Kd	5.108	0.500	0.262
5aan	Kd	4.149	0.524	0.310
5nk9	Kd	6.140	0.958	0.483
5uln	Ki	7.848	0.952	0.539
5my8	Kd	7.143	0.930	0.378
5vc3	Kd	7.111	0.961	0.459
5vd2	Kd	7.104	0.961	0.475
5orw	Kd	3.099	0.655	0.295
5t7s	Kd	4.102	0.763	0.391
5gof	Kd	4.045	0.850	0.312
5n2t	Kd	5.076	0.966	0.555
5u12	Kd	5.071	0.774	0.283
5gsa	Kd	7.086	0.906	0.390
5ot9	Kd	4.074	0.842	0.313
5mpz	Kd	4.071	0.974	0.437
5f5z	Kd	7.066	0.986	0.551
5jhb	Kd	6.059	0.981	0.323
5uxf	Kd	7.060	0.500	0.269
5mge	Kd	4.060	0.928	0.409
5lyn	Kd	5.044	0.854	0.379
5n3y	Kd	5.031	0.940	0.446
5mrm	Kd	5.032	0.500	0.244
5nvx	Kd	7.046	0.969	0.350
5vsf	Kd	7.027	0.694	0.315
5vd1	Kd	6.004	0.958	0.452
5wal	Ki	8.770	0.963	0.551
5t8p	Ki	5.893	0.946	0.271
5vo1	Ki	8.155	0.969	0.490
5ult	Ki	10.854	0.993	0.639
5wlo	Ki	10.824	0.993	0.638
5uov	Ki	10.602	0.992	0.643
5oot	Ki	7.545	0.987	0.518
5nee	Ki	10.699	0.960	0.472
5nea	Ki	10.301	0.847	0.444
5we9	Ki	7.222	0.953	0.419
5v82	Ki	10.155	0.986	0.575
5hz5	Ki	7.066	0.861	0.361
5op4	Ki	6.712	0.984	0.529
5vb7	Ki	6.721	0.956	0.414
5op5	Ki	6.666	0.983	0.534
6b97	Ki	6.625	0.886	0.395
5mby	Ki	3.509	0.517	0.196
5t8o	Ki	6.509	0.965	0.332
6b4l	Ki	6.469	0.938	0.405
5upz	Ki	9.201	0.991	0.651
5m7s	Ki	9.046	0.500	0.205
5vp9	Ki	8.987	0.849	0.373
5wqc	Ki	8.959	0.777	0.295
5m23	Ki	8.903	0.711	0.310
5oq8	Ki	5.851	0.973	0.535
5mlj	Ki	8.854	0.895	0.445
5uoo	Ki	8.854	0.986	0.587
5ndf	Ki	5.854	0.643	0.196
5vkc	Ki	8.745	0.949	0.433
5n1s	Ki	7.991	0.905	0.499
5g2b	Ki	7.000	0.875	0.374
5wcm	Ki	4.000	0.500	0.388
5n1r	Ki	7.955	0.951	0.524
6en5	Ki	7.941	0.888	0.291
5l8a	Ki	4.910	0.669	0.409
5nih	Ki	6.873	0.815	0.424
6b96	Ki	7.845	0.904	0.388
5th4	Ki	2.848	0.691	0.248
5k1f	Ki	4.790	0.760	0.268
5n25	Ki	7.780	0.837	0.469
5ueu	Ki	7.777	0.985	0.543
5mkr	Ki	4.770	0.962	0.410
5mks	Ki	4.770	0.959	0.396
5tt3	Ki	6.714	0.606	0.285
5ljq	Ki	9.000	0.963	0.511
5vij	Ki	7.614	0.804	0.308
5upf	Ki	8.602	0.907	0.359
5mjn	Ki	8.538	0.923	0.481
5k1d	Ki	4.682	0.773	0.263
5o4f	Ki	6.682	0.894	0.497
6b4u	Ki	7.678	0.951	0.427
6b98	Ki	4.650	0.778	0.283
5u6j	Ki	7.638	0.983	0.530
6b4n	Ki	10.554	0.993	0.630
5u8c	Ki	7.529	0.742	0.331
5ufs	Ki	8.495	0.906	0.399
5n0d	Ki	8.481	0.939	0.490
5nn5	Ki	5.469	0.609	0.192
5mpn	Kd	7.071	0.987	0.556
5tp0	Ki	5.437	0.964	0.575
5n0e	Ki	8.444	0.939	0.513
5voj	Ki	8.444	0.858	0.369
5g57	Ki	8.400	0.908	0.373
5vih	Ki	7.492	0.774	0.304
5tuo	Ki	6.491	0.685	0.209
5t19	Ki	4.495	0.939	0.466
5o07	Ki	7.471	0.842	0.412
5dpx	Ki	4.456	0.558	0.228
5uv2	Ki	4.403	0.735	0.233
6ep4	Ki	5.347	0.500	0.245
5g1z	Ki	5.324	0.849	0.356
6equ	Ki	6.378	0.935	0.485
5m25	Ki	8.187	0.718	0.325
5tfx	Ki	7.215	0.939	0.510
5ti0	Ki	4.215	0.800	0.339
5wex	Ki	7.178	0.961	0.539
5v0n	Ki	7.173	0.986	0.540
5ula	Ki	7.114	0.982	0.583
5n6s	Ki	8.086	0.808	0.381
5m7u	Ki	8.097	0.735	0.216
5vsj	Ki	4.022	0.578	0.172
5uez	Ki	6.013	0.977	0.527
5upe	Ki	8.046	0.900	0.355
6fs0	Kd	9.770	0.941	0.337
5mpk	Kd	8.523	0.988	0.565
6ma3	Kd	8.301	0.833	0.287
6ma5	Kd	8.097	0.825	0.285
6d56	Kd	8.046	0.988	0.407
6eq8	Kd	8.000	0.503	0.200
6cbf	Ki	5.167	0.518	0.207
6cks	Kd	7.824	0.983	0.582
5nlk	Kd	7.456	0.992	0.504
6eol	Kd	7.432	0.995	0.501
6fyz	Kd	7.409	0.959	0.392
6d55	Kd	7.357	0.983	0.421
6ma4	Kd	7.347	0.836	0.284
5ya5	Kd	6.721	0.983	0.493
6fa4	Kd	7.292	0.667	0.360
6ckr	Kd	7.301	0.983	0.590
6epz	Kd	7.143	0.500	0.199
6chp	Kd	10.125	0.929	0.319
6ht1	Kd	7.114	0.884	0.443
6as8	Kd	7.051	0.620	0.289
6fs1	Kd	7.009	0.940	0.436
5yj8	Kd	3.983	0.500	0.318
5ymx	Kd	6.921	0.924	0.351
6d5h	Kd	6.921	0.982	0.401
6d5e	Kd	6.854	0.986	0.432
6ghh	Kd	6.714	0.878	0.269
6fo5	Kd	6.721	0.990	0.567
6msy	Kd	7.000	0.500	0.317
6mub	Kd	7.000	0.500	0.273
6eq7	Kd	7.000	0.915	0.447
6b1k	Kd	6.672	0.547	0.245
6fsy	Kd	6.607	0.976	0.571
5uc4	Kd	6.456	0.973	0.488
5z7j	Kd	6.602	0.702	0.265
6d5g	Kd	6.602	0.985	0.427
6gfs	Kd	6.536	0.910	0.306
5yyf	Kd	6.481	0.692	0.370
6epy	Kd	6.460	0.619	0.286
6gf9	Kd	6.386	0.897	0.310
5ucj	Kd	6.357	0.978	0.511
5xo7	Kd	6.357	0.701	0.264
6cvf	Kd	6.347	0.500	0.247
6d5j	Kd	6.337	0.985	0.412
6gvz	Kd	6.398	0.852	0.299
5vyy	Kd	6.208	0.982	0.508
6gjn	Kd	6.222	0.929	0.369
6fmj	Kd	6.119	0.967	0.360
6mu3	Kd	6.155	0.500	0.269
6eq3	Kd	6.155	0.917	0.392
6ckw	Kd	9.081	0.912	0.317
6ge7	Kd	6.062	0.904	0.317
5oht	Kd	6.018	0.799	0.189
6cdo	Kd	8.975	0.967	0.341
6epa	Kd	5.947	0.530	0.294
5ovc	Kd	5.959	0.500	0.393
6gnw	Kd	4.991	0.678	0.267
5umx	Kd	5.959	0.500	0.254
6ey9	Kd	5.907	0.977	0.526
6fv4	Kd	2.921	0.500	0.189
6gw4	Kd	5.921	0.749	0.286
6fmc	Kd	5.879	0.802	0.383
6eq2	Kd	5.886	0.939	0.424
6bm5	Kd	5.845	0.872	0.311
6ey8	Kd	5.810	0.978	0.522
6mj7	Kd	2.824	0.520	0.321
6ftp	Kd	5.824	0.794	0.273
6ced	Kd	5.824	0.500	0.282
5vm0	Kd	8.796	0.755	0.308
6eog	Kd	5.796	0.994	0.493
6cdp	Kd	8.785	0.942	0.334
6czf	Kd	5.796	0.622	0.168
5mwh	Kd	5.745	0.994	0.508
5om7	Kd	5.745	0.785	0.300
6eyt	Kd	5.721	0.500	0.250
6g34	Kd	8.244	0.956	0.464
6arm	Kd	4.975	0.500	0.309
6ftz	Kd	3.000	0.942	0.463
5os8	Kd	3.979	0.946	0.315
5umy	Kd	6.967	0.561	0.270
5zw6	Kd	8.000	0.783	0.302
5yft	Kd	5.000	0.673	0.283
6eq5	Kd	4.745	0.927	0.391
5nap	Kd	7.954	0.722	0.313
5yz2	Kd	4.947	0.500	0.228
6hmg	Kd	4.939	0.550	0.281
6hai	Kd	7.936	0.754	0.329
5yqx	Kd	6.959	0.979	0.550
6g9i	Kd	3.928	0.763	0.263
6evn	Kd	4.706	0.935	0.448
6bhv	Kd	5.231	0.592	0.304
6glb	Kd	6.889	0.964	0.549
5otr	Kd	4.921	0.943	0.315
6dq4	Kd	4.921	0.961	0.393
5o9o	Kd	4.886	0.766	0.259
5yfs	Kd	4.860	0.685	0.307
5nwe	Kd	4.879	0.871	0.368
5z99	Kd	6.876	0.503	0.225
6el5	Kd	6.876	0.987	0.523
6gl9	Kd	6.870	0.960	0.553
6gji	Kd	3.870	0.907	0.371
6gjl	Kd	3.857	0.828	0.363
6fnf	Kd	7.886	0.967	0.505
5oha	Kd	4.886	0.576	0.360
5z7b	Kd	4.886	0.500	0.170
6fnj	Kd	6.848	0.978	0.458
5mnn	Kd	3.845	0.982	0.553
6csr	Kd	6.842	0.957	0.391
5o1h	Kd	4.854	0.946	0.490
6h2t	Kd	4.818	0.650	0.271
6aox	Kd	4.824	0.521	0.344
6g36	Kd	7.788	0.962	0.431
6g2b	Kd	3.796	0.589	0.273
6czc	Kd	4.783	0.525	0.231
5y94	Kd	6.785	0.979	0.566
5yh8	Kd	6.775	0.723	0.249
6g35	Kd	7.757	0.962	0.427
5qa8	Kd	3.770	0.779	0.385
6fuh	Kd	3.770	0.964	0.496
6faa	Kd	6.747	0.776	0.243
5o5a	Kd	4.770	0.994	0.518
5orj	Kd	4.770	0.948	0.279
6fgg	Kd	4.770	0.981	0.470
5nyh	Kd	7.728	0.988	0.518
6i8y	Kd	6.745	0.638	0.313
6gjr	Kd	3.735	0.787	0.361
5ov8	Kd	4.745	0.994	0.539
5os7	Kd	3.688	0.949	0.308
6fba	Kd	4.701	0.500	0.185
5wa5	Kd	6.717	0.987	0.527
5odx	Kd	6.710	0.988	0.529
6bdy	Kd	5.690	0.795	0.279
6gon	Kd	5.666	0.631	0.284
6fhu	Kd	2.638	0.500	0.338
6gl8	Kd	8.607	0.563	0.323
5zvw	Kd	8.620	0.810	0.313
5xsr	Kd	7.693	0.957	0.438
6bm6	Kd	4.682	0.837	0.310
6gjj	Kd	3.699	0.711	0.304
5yhe	Kd	6.692	0.719	0.265
6cfc	Kd	3.678	0.702	0.254
6bbx	Kd	6.668	0.581	0.283
6hke	Kd	7.678	0.500	0.172
6cwn	Kd	6.646	0.500	0.277
5o1d	Kd	4.658	0.901	0.449
6elp	Kd	6.627	0.980	0.521
6g38	Kd	6.621	0.958	0.476
6eq1	Kd	4.609	0.500	0.219
5oqu	Kd	3.613	0.956	0.309
5o87	Kd	6.611	0.500	0.191
6f1j	Kd	4.620	0.500	0.158
5oaj	Kd	6.561	0.770	0.274
6css	Kd	7.602	0.954	0.365
6guc	Kd	7.602	0.957	0.407
6gjm	Kd	3.575	0.710	0.325
6guh	Kd	7.585	0.989	0.557
6fnq	Kd	4.585	0.702	0.237
5ost	Kd	4.564	0.576	0.215
6gla	Kd	7.569	0.962	0.538
5oss	Kd	4.548	0.828	0.350
6gnp	Kd	4.547	0.500	0.205
6hsh	Kd	7.547	0.982	0.472
5nau	Kd	7.525	0.753	0.308
6ajr	Kd	4.314	0.500	0.420
6cwh	Kd	7.538	0.500	0.285
6f9g	Kd	5.699	0.500	0.256
6hd6	Kd	5.699	0.898	0.360
5oa6	Kd	5.509	0.749	0.271
6g14	Kd	5.487	0.793	0.302
6fe1	Kd	8.481	0.879	0.412
6fhq	Kd	2.469	0.539	0.285
6ekq	Kd	5.456	0.991	0.507
6gnr	Kd	5.442	0.531	0.279
5vl2	Kd	8.424	0.613	0.218
6gfz	Kd	5.511	0.968	0.353
5o1f	Kd	4.523	0.932	0.480
5vh0	Kd	4.523	0.500	0.217
6fhk	Kd	7.507	0.939	0.427
5yl2	Kd	4.499	0.704	0.183
6fe0	Kd	6.481	0.862	0.417
6hqy	Kd	6.435	0.966	0.483
6eya	Kd	7.481	0.981	0.530
5ovv	Kd	4.481	0.500	0.428
5ogb	Kd	7.469	0.891	0.426
6q3q	Kd	4.453	0.500	0.278
5qal	Kd	3.456	0.768	0.368
5msb	Kd	7.456	0.616	0.340
6fui	Kd	4.456	0.967	0.483
6h8s	Kd	4.424	0.808	0.331
6g9u	Kd	6.432	0.859	0.404
5osl	Kd	3.426	0.931	0.356
6ei5	Kd	7.417	0.977	0.537
6csp	Kd	8.523	0.933	0.359
5o9r	Kd	5.388	0.746	0.310
6ma2	Kd	5.387	0.850	0.286
6eyb	Kd	5.375	0.981	0.515
6g3a	Kd	8.377	0.955	0.464
5o9y	Kd	5.337	0.771	0.288
6g39	Kd	8.337	0.959	0.432
6g0z	Kd	5.315	0.757	0.290
6h1u	Kd	5.319	0.661	0.261
5nze	Kd	6.387	0.863	0.381
6csq	Kd	6.387	0.968	0.368
5orh	Kd	4.387	0.944	0.305
6g37	Kd	7.370	0.962	0.452
6e4a	Kd	7.357	0.990	0.555
6h77	Kd	7.334	0.630	0.199
5w2s	Kd	7.333	0.704	0.216
6hly	Kd	7.328	0.695	0.243
6exj	Kd	4.328	0.500	0.484
6czb	Kd	4.328	0.557	0.240
5wij	Kd	6.312	0.917	0.498
6f20	Kd	4.305	0.839	0.326
6gue	Kd	8.398	0.991	0.503
5tkk	Kd	8.277	0.774	0.297
5xpi	Kd	5.284	0.672	0.373
6gzm	Kd	8.260	0.957	0.365
6cpw	Kd	8.252	0.978	0.485
6b5q	Kd	8.244	0.559	0.311
6fuj	Kd	4.301	0.921	0.432
6elo	Kd	6.289	0.976	0.527
5nz4	Kd	6.284	0.852	0.366
6gnm	Kd	4.263	0.646	0.265
