PDB_ID	Binding_Type	pK	Max_Prediction
6i12	Kd	5.569	0.769
6hk4	Kd	8.551	0.901
6bs4	Kd	5.553	0.732
6mg5	Kd	4.693	0.500
6mlp	Kd	3.699	0.741
6i67	Kd	6.696	0.785
5z66	Kd	6.686	0.706
6g6t	Kd	7.699	0.923
6gj6	Kd	4.699	0.609
6p86	Kd	4.699	0.881
6dyr	Kd	3.660	0.500
6ift	Kd	4.678	0.892
6nw3	Kd	7.656	0.981
6pl1	Kd	7.654	0.968
6e1y	Kd	7.658	0.726
6g2c	Kd	4.658	0.500
6ooy	Kd	4.658	0.713
6qln	Kd	4.658	0.993
6qlu	Kd	4.638	0.993
6pge	Kd	3.620	0.500
6g5l	Kd	7.620	0.779
6p87	Kd	4.595	0.860
6p8a	Kd	3.593	0.879
6n5x	Kd	4.602	0.500
6pgb	Kd	4.602	0.704
6qe0	Kd	4.602	0.874
6pg4	Kd	3.585	0.500
6np5	Kd	4.569	0.780
6o9c	Kd	7.545	0.770
6pga	Kd	4.539	0.539
6i11	Kd	4.533	0.770
5znc	Kd	7.524	0.724
6mln	Kd	7.538	0.758
6o5g	Kd	5.699	0.660
6dgl	Kd	5.516	0.917
6dgq	Kd	5.510	0.916
6qr2	Kd	5.495	0.735
6dzx	Kd	5.456	0.500
6gdy	Kd	5.456	0.630
6t1n	Kd	5.456	0.917
6n3y	Kd	5.438	0.828
6r1b	Kd	5.444	0.592
6mli	Kd	2.432	0.825
6hgg	Kd	5.420	0.822
6mm2	Kd	5.407	0.768
6p88	Kd	4.520	0.752
6sge	Kd	7.511	0.978
6g25	Kd	3.523	0.500
6nco	Kd	4.523	0.542
6nu1	Kd	4.506	0.500
6ql1	Kd	6.481	0.958
6hk3	Kd	7.503	0.905
6jag	Kd	4.502	0.781
6nyv	Kd	6.506	0.643
6qlq	Kd	4.509	0.994
6qau	Kd	7.483	0.989
6poi	Kd	3.487	0.738
6pvz	Kd	3.467	0.779
6q4e	Kd	3.456	0.952
6np4	Kd	4.444	0.845
6m8q	Kd	6.432	0.741
6rtw	Kd	6.432	0.810
6j1l	Kd	6.420	0.947
6py0	Kd	6.413	0.739
6i65	Kd	6.408	0.782
6g5u	Kd	6.403	0.929
6g2s	Kd	8.397	0.982
6ggb	Kd	5.387	0.955
6ggf	Kd	5.387	0.961
6olx	Kd	5.377	0.982
6n0j	Kd	5.367	0.850
6pgc	Kd	5.347	0.758
6qls	Kd	5.347	0.988
6u6w	Kd	5.327	0.609
6qav	Kd	8.310	0.988
5zni	Kd	4.395	0.705
6im4	Kd	7.398	0.840
6hgj	Kd	4.381	0.811
6mla	Kd	4.377	0.657
6o5u	Kd	4.377	0.871
6qi4	Kd	4.367	0.724
6q3z	Kd	7.357	0.984
6ajz	Kd	4.337	0.973
6phx	Kd	3.320	0.697
6g29	Kd	4.328	0.500
6jad	Kd	4.316	0.760
6pg3	Kd	3.319	0.500
6ior	Kd	4.305	0.500
6qqu	Kd	5.301	0.699
6mqc	Kd	8.282	0.675
6qlp	Kd	5.284	0.994
6ajy	Kd	5.276	0.967
6t1i	Kd	5.260	0.913
6gxg	Kd	5.244	0.500
6pu3	Kd	5.233	0.925
6jam	Kd	5.225	0.762
6q4g	Kd	4.301	0.985
6mji	Kd	7.288	0.885
6mlj	Kd	7.260	0.716
6dys	Kd	4.249	0.500
6i61	Kd	6.245	0.810
6eeb	Kd	5.301	0.654
6ml9	Kd	5.301	0.750
6t1m	Kd	5.215	0.908
5zyg	Kd	5.208	0.883
6iht	Kd	5.208	0.616
6nv9	Kd	8.194	0.980
6qqq	Kd	5.174	0.764
6g2f	Kd	5.167	0.500
6k3l	Kd	7.221	0.958
6dyn	Kd	3.195	0.500
6ssy	Kd	3.188	0.500
6dy7	Kd	4.179	0.682
6p9e	Kd	7.170	0.500
6ajv	Kd	5.041	0.968
6det	Kd	8.222	0.604
6nu5	Kd	5.152	0.500
6j9w	Kd	5.127	0.775
6r9u	Kd	2.125	0.725
6qe5	Kd	5.125	0.879
6i13	Kd	5.119	0.780
6jdi	Kd	5.108	0.661
6mku	Kd	7.155	0.744
6qr7	Kd	7.155	0.723
6fcj	Kd	7.148	0.974
6g27	Kd	3.136	0.500
6st0	Kd	5.127	0.500
6gxq	Kd	7.100	0.886
6ios	Kd	4.100	0.500
6n3x	Kd	5.092	0.775
6j9y	Kd	5.069	0.773
6qr1	Kd	5.071	0.767
6n0k	Kd	5.066	0.798
6qlo	Kd	5.056	0.994
6kjd	Kd	5.051	0.500
6i18	Kd	4.071	0.835
6ftf	Kd	8.097	0.897
6md6	Kd	5.097	0.688
6s57	Kd	5.097	0.993
6s56	Kd	5.097	0.996
6j7e	Kd	5.036	0.688
6hgf	Kd	5.018	0.853
6p89	Kd	5.010	0.848
6g2e	Kd	5.013	0.500
6ncn	Kd	3.046	0.500
6d1b	Ki	3.908	0.844
6qpl	Kd	7.041	0.664
6i0z	Kd	4.036	0.643
6qlt	Kd	4.036	0.994
6hni	Kd	4.027	0.572
6i63	Kd	7.006	0.820
6hay	Kd	7.009	0.951
6hhr	Kd	7.009	0.981
6mlg	Kd	5.046	0.762
6qgh	Ki	8.155	0.664
6o0k	Ki	10.745	0.547
5zg1	Ki	7.721	0.938
6ne5	Ki	10.523	0.951
5zg0	Ki	7.086	0.967
6no9	Ki	10.523	0.986
6p3t	Ki	7.319	0.827
6oqc	Ki	10.398	0.944
6udv	Ki	10.292	0.947
6oqb	Ki	10.301	0.946
5zg3	Ki	7.215	0.964
6ud2	Ki	10.208	0.951
6ndl	Ki	7.187	0.926
6nzv	Ki	10.174	0.816
6p3v	Ki	7.018	0.824
6udi	Ki	10.000	0.946
6o0p	Ki	9.959	0.530
6oqd	Ki	9.854	0.947
6sbt	Ki	6.780	0.676
6ixd	Ki	9.796	0.992
6udt	Ki	10.000	0.947
6cjs	Ki	9.699	0.939
6n78	Ki	9.678	0.966
6n79	Ki	9.678	0.950
6d19	Ki	6.609	0.796
6cjr	Ki	9.523	0.973
6o5t	Ki	6.500	0.961
6ftw	Ki	6.495	0.866
6q54	Ki	6.495	0.636
6hoq	Ki	6.387	0.978
6o0m	Ki	9.337	0.562
6pvw	Ki	6.319	0.848
6hza	Ki	9.298	0.800
6orr	Ki	9.301	0.875
6udu	Ki	9.301	0.949
6qgg	Ki	6.301	0.627
6n7b	Ki	9.222	0.955
6odz	Ki	9.155	0.958
6c2r	Ki	9.097	0.903
6hzb	Ki	8.979	0.797
6fz4	Ki	5.951	0.617
6oe0	Ki	8.921	0.959
6d18	Ki	5.854	0.765
6pvv	Ki	5.854	0.807
6jav	Ki	5.764	0.940
6o94	Ki	8.745	0.971
6q60	Ki	5.706	0.812
6jay	Ki	5.701	0.936
6hr2	Ki	7.000	0.983
6s4t	Ki	7.951	0.821
6r0v	Ki	4.959	0.618
6c9v	Ki	6.920	0.656
6g9x	Ki	3.921	0.500
6hzy	Ki	3.917	0.569
6c85	Ki	3.900	0.500
6r11	Ki	4.921	0.930
6r18	Ki	4.921	0.951
6i5g	Ki	4.885	0.866
6d17	Ki	4.815	0.837
6s4n	Ki	6.790	0.800
6hgs	Ki	3.770	0.822
6e6m	Ki	5.748	0.927
6szp	Ki	4.745	0.522
6ugz	Ki	7.719	0.889
6d1h	Ki	3.721	0.877
6e5t	Ki	6.545	0.882
6rfn	Ki	6.700	0.915
6nmb	Ki	2.697	0.979
6jaw	Ki	5.662	0.830
6prf	Ki	8.602	0.978
6mxc	Ki	5.564	0.666
6ouv	Ki	5.553	0.500
6nwk	Ki	7.699	0.899
6r13	Ki	4.699	0.894
6plf	Ki	6.670	0.719
6o5x	Ki	7.658	0.989
6mll	Ki	3.622	0.672
6hax	Ki	7.585	0.974
6p5o	Ki	4.544	0.548
6gvf	Ki	7.553	0.946
6oe1	Ki	8.509	0.958
6dd0	Ki	5.481	0.959
5qtt	Ki	8.469	0.993
6d3q	Ki	8.469	0.846
6d1g	Ki	4.466	0.886
6nxz	Ki	5.456	0.500
6otg	Ki	7.503	0.991
6rfw	Ki	6.500	0.909
6d15	Ki	4.483	0.773
6d1d	Ki	4.471	0.861
6dl2	Ki	7.481	0.977
6hgr	Ki	3.456	0.827
6gxb	Ki	7.456	0.967
6o0o	Ki	7.444	0.517
6ppy	Ki	4.444	0.707
6ny0	Ki	5.398	0.500
6n7a	Ki	8.367	0.959
6of5	Ki	5.347	0.651
6md8	Ki	2.377	0.803
6mnv	Ki	3.369	0.704
6gwe	Ki	7.377	0.992
6nwl	Ki	7.367	0.909
6pve	Ki	7.367	0.854
6d1a	Ki	4.354	0.883
6jtc	Ki	5.073	0.711
6r1a	Ki	4.347	0.830
6s5k	Ki	7.320	0.858
6efj	Ki	3.321	0.827
6rot	Ki	6.315	0.986
6c9s	Ki	7.319	0.579
6r1d	Ki	5.398	0.880
6r1w	Ki	5.301	0.934
6o95	Ki	8.292	0.961
5qqp	Ki	8.276	0.992
6ibk	Ki	3.293	0.571
6o5a	Ki	6.289	0.988
6ugr	Ki	6.273	0.884
6d1j	Ki	4.250	0.892
6mdu	Ki	4.252	0.798
6om8	Ki	5.161	0.676
6e5l	Ki	7.176	0.904
6ugp	Ki	6.164	0.859
6abx	Ki	2.143	0.795
6n95	Ki	5.125	0.748
6d1k	Ki	3.130	0.857
6o48	Ki	7.125	0.990
6ugn	Ki	6.117	0.865
6d16	Ki	5.076	0.886
6r4k	Ki	5.071	0.824
6d1i	Ki	4.092	0.865
6uh0	Ki	6.069	0.794
6k04	Ki	8.041	0.981
6ic2	Ki	6.037	0.982
6gxe	Ki	8.046	0.906
